"TRI On-site and Off-site Reported Disposed of or Otherwise Released (in pounds), top 100  facilities (of 383) for  facilities in All Industries, for  All chemicals,   Los Angeles County, California, 2015"
"Row #","Facility","Latitude","Longitude","Underground","RCRA Subtitle","Other On-Site","Sub Total","Fugitive Air","Point Source","Surface Water","Underground","Land Treatment","RCRA Subtitle","Other Surface","Other Land","Sub Total","Total On-site","Underground","RCRA Subtitle","Other Landfills","Sub Total","Storage Only","Solidification","Wastewater","POTWs (Metal","Underground","RCRA Subtitle","Other Surface","Land Treatment","Other Land","Other Off-site","Waste Broker","Unknown","Sub Total","Total Off-site","Total On- and "
" "," "," "," ","Injection","C Landfills","Landfills","","Emissions","Air Emissions","Discharges","Injection","","C Surface","Impoundments","Disposal","","Disposal or","Injection to","C Landfills","","","","/Stabilization","Treatment-","and Metal","Injection","C Surface","Impoundments","","Disposal","Management","","","","Disposal or","Off-site"
" "," "," "," ","Class I Wells","","","","","","","Class II-V Wells","","Impoundments","","","","Other Releases","to Class I","","","","","(metals only)","Metals Only","Compounds)","Class II-V Wells","Impoundments","","","","","","","","Other Releases","Disposal or"
" "," "," "," ","","","","","","","","Wells","","","","","","","","","","","","","","","Wells","","","","","","","","","","Other Releases"
"77","CCI INC.3540 E 26TH ST, VERNON CALIFORNIA 90058 (LOS ANGELES)","              34.012","            -118.208","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","SODIUM DIMETHYLDITHIOCARBAMATE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
"78","CEMEX COMPTON PLANT.2722 N ALAMEDA ST, COMPTON CALIFORNIA 90222 (LOS ANGELES)","              33.917","            -118.223","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","               7.0000000","               7.0000000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","               7.0000000","               7.0000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","               7.0000000","               7.0000000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","               7.0000000","               7.0000000"
"79","CEMEX HOLLYWOOD PLANT.1000 N LA BREA AVE, WEST HOLLYWOOD CALIFORNIA 90038 (LOS ANGELES)","              34.089","            -118.344","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","              26.0500000","              26.0500000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","              26.0500000","              26.0500000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","              26.0500000","              26.0500000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","              26.0500000","              26.0500000"
"80","CEMEX INGLEWOOD PLANT.505 RAILROAD PL., INGLEWOOD CALIFORNIA 90302 (LOS ANGELES)","              33.966","            -118.364","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","              34.4000000","              34.4000000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","              34.4000000","              34.4000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","              34.4000000","              34.4000000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","              34.4000000","              34.4000000"
"81","CEMEX LOS ANGELES PLANT.625 LAMAR, LOS ANGELES CALIFORNIA 90031 (LOS ANGELES)","              34.066","            -118.223","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","              24.1700000","              24.1700000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","              24.1700000","              24.1700000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".","              24.1700000","              24.1700000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","              24.1700000","              24.1700000"
